French,Russian,ExampleFrench,ExampleRussian,Emoji,WordType
une culpabilité,вина,Un sentiment de <b>culpabilité</b>.,Чувство <b>вины</b>.,😔,f
une injure,оскорбление,Lancer des <b>injures</b>.,Бросать <b>оскорбления</b>.,🗣️,f
une survie,выживание,Un instinct de <b>survie</b>.,Инстинкт <b>выживания</b>.,💪,f
une abeille,пчела,Une <b>abeille</b> butine.,<b>Пчела</b> собирает нектар.,🐝,f
une trompette,труба,Jouer de la <b>trompette</b>.,Играть на <b>трубе</b>.,🎺,f
"cru, crue",сырой,Un légume <b>cru</b>.,<b>Сырой</b> овощ.,🥕,adj
un alibi,алиби,Avoir un <b>alibi</b>.,Иметь <b>алиби</b>.,🔍,m
dérisoire,ничтожный,Une somme <b>dérisoire</b>.,<b>Ничтожная</b> сумма.,💸,adj
une épave,обломки,L'<b>épave</b> du navire.,<b>Обломки</b> корабля.,🚢,f
"obligé, obligée",обязанный,Je suis <b>obligé</b>.,Я <b>обязан</b>.,✋,adj
une lady,леди,Une vraie <b>lady</b>.,Настоящая <b>леди</b>.,👸,f
une ivresse,опьянение,L'<b>ivresse</b> du pouvoir.,<b>Опьянение</b> властью.,🍷,f
une altesse,высочество,Son <b>Altesse</b> royale.,Его королевское <b>высочество</b>.,👑,f
un budget,бюджет,Respecter le <b>budget</b>.,Соблюдать <b>бюджет</b>.,💰,m
une bosse,шишка; горб,J'ai une <b>bosse</b> sur la tête.,У меня <b>шишка</b> на голове.,🤕,f
une mule,мул,Têtu comme une <b>mule</b>.,Упрямый как <b>осёл</b>.,🫏,f
une composition,сочинение,Une <b>composition</b> musicale.,Музыкальное <b>сочинение</b>.,🎵,f
"écrit, écrite",письменный,Un examen <b>écrit</b>.,<b>Письменный</b> экзамен.,📝,adj
un infini,бесконечность,À l'<b>infini</b>.,До <b>бесконечности</b>.,♾️,m
une injustice,несправедливость,Une <b>injustice</b> flagrante.,Вопиющая <b>несправедливость</b>.,⚖️,f
une logique,логика,C'est <b>logique</b>.,Это <b>логично</b>.,🧠,f
"infernal, infernale",адский,Un bruit <b>infernal</b>.,<b>Адский</b> шум.,🔥,adj
enrichir,обогащать,<b>Enrichir</b> son vocabulaire.,<b>Обогатить</b> словарный запас.,📚,v
"fâché, fâchée",рассерженный,Je suis <b>fâché</b>.,Я <b>рассержен</b>.,😠,adj
raisonner,рассуждать,<b>Raisonne</b> un peu.,<b>Подумай</b> немного.,🤔,v
un intervalle,интервал,Un <b>intervalle</b> de temps.,<b>Промежуток</b> времени.,⏱️,m
un cliché,клише,Un <b>cliché</b> banal.,Банальное <b>клише</b>.,📸,m
insolite,необычный,Une situation <b>insolite</b>.,<b>Необычная</b> ситуация.,🤨,adj
récolter,собирать урожай,<b>Récolter</b> les fruits.,<b>Собирать</b> урожай.,🧺,v
gaspiller,транжирить,<b>Gaspiller</b> l'argent.,<b>Транжирить</b> деньги.,💸,v
récompenser,вознаграждать,<b>Récompenser</b> un effort.,<b>Вознаградить</b> за усилие.,🏅,v
un merveilleux,чудесное,Le <b>merveilleux</b> dans les contes.,<b>Чудесное</b> в сказках.,✨,m
"savant, savante",учёный (прил.),Un homme <b>savant</b>.,<b>Учёный</b> человек.,🎓,adj
épier,подглядывать,<b>Épier</b> par la fenêtre.,<b>Подглядывать</b> в окно.,👀,v
marin,морской,Un paysage <b>marin</b>.,<b>Морской</b> пейзаж.,🌊,adj
un bienvenu,желанный гость,Soyez le <b>bienvenu</b> !,<b>Добро пожаловать</b>!,🙏,m
un tourment,мучение,Un <b>tourment</b> sans fin.,Бесконечное <b>мучение</b>.,😫,m
mélancolique,меланхоличный,Un air <b>mélancolique</b>.,<b>Меланхоличный</b> вид.,😔,adj
"allumé, allumée",включённый,La lumière est <b>allumée</b>.,Свет <b>включён</b>.,💡,adj
un pansement,повязка,Mettre un <b>pansement</b>.,Наложить <b>повязку</b>.,🩹,m
une concentration,концентрация,Une grande <b>concentration</b>.,Высокая <b>концентрация</b>.,🎯,f
égorger,резать горло,<b>Égorger</b> un mouton.,<b>Зарезать</b> барана.,🐑,v
"occidental, occidentale",западный,La culture <b>occidentale</b>.,<b>Западная</b> культура.,🌍,adj
un entrepôt,склад,Un <b>entrepôt</b> de marchandises.,<b>Склад</b> товаров.,🏭,m
couronner,короновать,<b>Couronner</b> le roi.,<b>Короновать</b> короля.,👑,v
un parrain,крёстный отец,C'est mon <b>parrain</b>.,Это мой <b>крёстный</b>.,🙏,m
une description,описание,Donne-moi une <b>description</b>.,Дай мне <b>описание</b>.,📝,f
une corbeille,корзина,Une <b>corbeille</b> de fruits.,<b>Корзина</b> фруктов.,🧺,f
un tabouret,табурет,Assieds-toi sur le <b>tabouret</b>.,Сядь на <b>табурет</b>.,🪑,m
un requin,акула,Un <b>requin</b> blanc.,Белая <b>акула</b>.,🦈,m
une écurie,конюшня,Nettoyer l'<b>écurie</b>.,Чистить <b>конюшню</b>.,🐴,f
invoquer,взывать,<b>Invoquer</b> les dieux.,<b>Взывать</b> к богам.,🙏,v
déchiffrer,расшифровывать,<b>Déchiffrer</b> un code.,<b>Расшифровать</b> код.,🔐,v
un sous-marin,подводная лодка,Un <b>sous-marin</b> nucléaire.,Ядерная <b>подводная лодка</b>.,🚢,m
exaspérer,выводить из себя,Tu m'<b>exaspères</b>.,Ты меня <b>выводишь из себя</b>.,😤,v
redire,повторять,Je n'ai rien à <b>redire</b>.,Мне <b>нечего возразить</b>.,💬,v
méditer,медитировать,<b>Méditer</b> en silence.,<b>Медитировать</b> в тишине.,🧘,v
camper,ставить лагерь,<b>Camper</b> dans la forêt.,<b>Разбить лагерь</b> в лесу.,⛺,v
une jumelle,близняшка,C'est ma sœur <b>jumelle</b>.,Это моя сестра-<b>близняшка</b>.,👭,f
"enfoiré, enfoirée",мудацкий (груб.),Quel geste <b>enfoiré</b> !,Какой <b>мудацкий</b> поступок!,🤬,adj
régaler,угощать,Je vous <b>régale</b>.,Я вас <b>угощаю</b>.,🍽️,v
"chargé, chargée",заряженный,Une arme <b>chargée</b>.,<b>Заряженное</b> оружие.,🔫,adj
agresser,нападать,<b>Agresser</b> quelqu'un.,<b>Напасть</b> на кого-то.,👊,v
cligner,моргать,<b>Cligner</b> des yeux.,<b>Моргать</b> глазами.,👁️,v
un emplacement,местоположение,L'<b>emplacement</b> du parking.,<b>Расположение</b> парковки.,📍,m
un exil,ссылка,Partir en <b>exil</b>.,Уйти в <b>ссылку</b>.,🏃,m
une oie,гусь,Une <b>oie</b> blanche.,Белый <b>гусь</b>.,🦢,f
révolutionnaire,революционный,Une idée <b>révolutionnaire</b>.,<b>Революционная</b> идея.,✊,adj
un virage,поворот,Un <b>virage</b> dangereux.,Опасный <b>поворот</b>.,🛣️,m
une orbite,орбита,L'<b>orbite</b> de la Terre.,<b>Орбита</b> Земли.,🌍,f
une priorité,приоритет,La <b>priorité</b> absolue.,Абсолютный <b>приоритет</b>.,🥇,f
terrestre,земной,La vie <b>terrestre</b>.,<b>Земная</b> жизнь.,🌍,adj
"crétin, crétine",кретин,Quel <b>crétin</b> !,Какой <b>кретин</b>!,😤,adj
une résidence,резиденция,Une <b>résidence</b> secondaire.,Загородная <b>резиденция</b>.,🏠,f
critiquer,критиковать,<b>Critiquer</b> le gouvernement.,<b>Критиковать</b> правительство.,🗣️,v
"fascinant, fascinante",захватывающий,Une histoire <b>fascinante</b>.,<b>Захватывающая</b> история.,✨,adj
un culte,культ,Le <b>culte</b> de la personnalité.,<b>Культ</b> личности.,🙏,m
aboyer,лаять,Le chien <b>aboie</b>.,Собака <b>лает</b>.,🐕,v
une fourchette,вилка,Manger avec une <b>fourchette</b>.,Есть <b>вилкой</b>.,🍴,f
une immobilité,неподвижность,Une <b>immobilité</b> totale.,Полная <b>неподвижность</b>.,🧘,f
"impuissant, impuissante",бессильный,Je suis <b>impuissant</b>.,Я <b>бессилен</b>.,😔,adj
émerveiller,восхищать,Le spectacle m'<b>émerveille</b>.,Зрелище меня <b>восхищает</b>.,🤩,v
emménager,въезжать,<b>Emménager</b> dans un appartement.,<b>Въехать</b> в квартиру.,🏠,v
un intellectuel,интеллектуал,Un grand <b>intellectuel</b>.,Большой <b>интеллектуал</b>.,🎓,m
une référence,ссылка; эталон,Une <b>référence</b> bibliographique.,Библиографическая <b>ссылка</b>.,📚,f
un disciple,ученик; последователь,Le <b>disciple</b> suit le maître.,<b>Ученик</b> следует за учителем.,📚,m
un pacha,паша,Vivre comme un <b>pacha</b>.,Жить как <b>паша</b>.,👑,m
une longue,долгая (нота/гласная),Une <b>longue</b> en phonétique.,<b>Долгий звук</b> в фонетике.,🔊,f
un barman,бармен,Le <b>barman</b> prépare un cocktail.,<b>Бармен</b> готовит коктейль.,🍸,m
"artificiel, artificielle",искусственный,Un lac <b>artificiel</b>.,<b>Искусственное</b> озеро.,🏞️,adj
une clope,сигарета (разг.),T'as une <b>clope</b> ?,Есть <b>сигаретка</b>?,🚬,f
une cuillère,ложка,Une <b>cuillère</b> à soupe.,Столовая <b>ложка</b>.,🥄,f
gésir,лежать (мёртвым),Il <b>gît</b> sur le sol.,Он <b>лежит</b> на полу.,🪦,v
"terrifiant, terrifiante",ужасающий,Un monstre <b>terrifiant</b>.,<b>Ужасающий</b> монстр.,😱,adj
survenir,случаться,Un accident peut <b>survenir</b>.,Авария может <b>случиться</b>.,⚠️,v
"volant, volante",летающий,Un objet <b>volant</b>.,<b>Летающий</b> объект.,🛸,adj
une steppe,степь,La <b>steppe</b> russe.,Русская <b>степь</b>.,🌾,f
un bouc,козёл,Un <b>bouc</b> émissaire.,<b>Козёл</b> отпущения.,🐐,m
un commerçant,торговец,Le <b>commerçant</b> du quartier.,<b>Торговец</b> из квартала.,🏪,m
une méfiance,недоверие,Avec <b>méfiance</b>.,С <b>недоверием</b>.,🤨,f
"universel, universelle",универсальный,Une vérité <b>universelle</b>.,<b>Универсальная</b> истина.,🌐,adj
démontrer,доказывать,<b>Démontrer</b> un théorème.,<b>Доказать</b> теорему.,📐,v
"rendu, rendue",дошедший; утомлённый,On est <b>rendus</b>.,Мы <b>дошли</b>.,🏁,adj
"perpétuel, perpétuelle",вечный,Un mouvement <b>perpétuel</b>.,<b>Вечное</b> движение.,♾️,adj
déchaîner,разнуздывать,<b>Déchaîner</b> les passions.,<b>Разжечь</b> страсти.,🔥,v
un fragment,фрагмент,Un <b>fragment</b> de texte.,<b>Фрагмент</b> текста.,📄,m
une notion,понятие,Une <b>notion</b> de base.,Базовое <b>понятие</b>.,💡,f
décourager,обескураживать,Ne te <b>décourage</b> pas.,Не <b>отчаивайся</b>.,💪,v
"excessif, excessive",чрезмерный,Une chaleur <b>excessive</b>.,<b>Чрезмерная</b> жара.,🌡️,adj
"veuf, veuve",вдовый,Il est <b>veuf</b>.,Он <b>вдовец</b>.,💔,adj
une gifle,пощёчина,Donner une <b>gifle</b>.,Дать <b>пощёчину</b>.,✋,f
"gardien, gardienne",охранный; сторожевой,Le chien <b>gardien</b>.,<b>Сторожевой</b> пёс.,🐕,adj
une installation,установка,Une <b>installation</b> artistique.,Художественная <b>инсталляция</b>.,🎨,f
un rebord,край,Le <b>rebord</b> de la fenêtre.,<b>Подоконник</b>.,🪟,m
un boss,босс,Le <b>boss</b> arrive.,<b>Босс</b> приходит.,👔,m
un architecte,архитектор,L'<b>architecte</b> dessine les plans.,<b>Архитектор</b> рисует планы.,📐,m
consommer,потреблять,<b>Consommer</b> de l'énergie.,<b>Потреблять</b> энергию.,⚡,v
une catégorie,категория,Une <b>catégorie</b> professionnelle.,Профессиональная <b>категория</b>.,📊,f
"éclairé, éclairée",освещённый,Une rue bien <b>éclairée</b>.,Хорошо <b>освещённая</b> улица.,💡,adj
escalader,карабкаться,<b>Escalader</b> une montagne.,<b>Взбираться</b> на гору.,🧗,v
"fédéral, fédérale",федеральный,Le gouvernement <b>fédéral</b>.,<b>Федеральное</b> правительство.,🏛️,adj
une archive,архив,Consulter les <b>archives</b>.,Обратиться к <b>архивам</b>.,🗄️,f
un baby,малыш (англ.),C'est mon <b>baby</b>.,Это мой <b>малыш</b>.,👶,m
